Source Name	Characteristics[OperatorVariation]	Characteristics[DataSource]	Characteristics[4 meta-groups]	Characteristics[15 meta-groups]	Characteristics[369 groups]	Characteristics[groups with 10 and more replicates]	Characteristics[Blood/NonBlood meta-groups]	Characteristics[Organism]	Characteristics[OrganismPart]	Characteristics[CellType]	Characteristics[CellLine]	Characteristics[DiseaseState]	Characteristics[DevelopmentalStage]	Characteristics[DiseaseStage]	Characteristics[Sex]	Characteristics[Age]	Characteristics[Generalization 6 on reduced data]	Labeled Extract Name	Label	Hybridization Name	Array Design REF	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Derived Array Data Matrix File	Comment [Derived ArrayExpress FTP file]	Factor Value[4 meta-groups]	Factor Value[15 meta-groups]	Factor Value[369 groups]	Factor Value[Blood-NonBlood meta-groups]	Factor Value[6 meta-groups]	Factor Value[4 groups from blood to incompletely diff]	Factor Value[96 groups]
GSM114850.CEL	"BELEN,,PERAL"	GSE5090	disease	solid tissue non neoplastic disease	adipose tissue polycystic ovarian syndrome	  	non blood	Homo sapiens	adipose tissue	  	  	polycystic ovarian syndrome	  	  	  	  	  	GSM114850.CEL_L	biotin	GSM114850.CEL	A-AFFY-33	GSM114850.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.11.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	disease	solid tissue non neoplastic disease	adipose tissue polycystic ovarian syndrome	non blood	  	the rest	    
GSM114851.CEL	"BELEN,,PERAL"	GSE5090	normal	normal solid tissue	adipose tissue normal	  	non blood	Homo sapiens	adipose tissue	  	  	  	  	  	  	  	  	GSM114851.CEL_L	biotin	GSM114851.CEL	A-AFFY-33	GSM114851.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.11.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	normal	normal solid tissue	adipose tissue normal	non blood	  	the rest	    
GSM114852.CEL	"BELEN,,PERAL"	GSE5090	disease	solid tissue non neoplastic disease	adipose tissue polycystic ovarian syndrome	  	non blood	Homo sapiens	adipose tissue	  	  	polycystic ovarian syndrome	  	  	  	  	  	GSM114852.CEL_L	biotin	GSM114852.CEL	A-AFFY-33	GSM114852.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.11.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	disease	solid tissue non neoplastic disease	adipose tissue polycystic ovarian syndrome	non blood	  	the rest	    
GSM114853.CEL	"BELEN,,PERAL"	GSE5090	disease	solid tissue non neoplastic disease	adipose tissue polycystic ovarian syndrome	  	non blood	Homo sapiens	adipose tissue	  	  	polycystic ovarian syndrome	  	  	  	  	  	GSM114853.CEL_L	biotin	GSM114853.CEL	A-AFFY-33	GSM114853.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.11.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	disease	solid tissue non neoplastic disease	adipose tissue polycystic ovarian syndrome	non blood	  	the rest	    
GSM114854.CEL	"BELEN,,PERAL"	GSE5090	normal	normal solid tissue	adipose tissue normal	  	non blood	Homo sapiens	adipose tissue	  	  	  	  	  	  	  	  	GSM114854.CEL_L	biotin	GSM114854.CEL	A-AFFY-33	GSM114854.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.11.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	normal	normal solid tissue	adipose tissue normal	non blood	  	the rest	    
GSM114855.CEL	"BELEN,,PERAL"	GSE5090	normal	normal solid tissue	adipose tissue normal	  	non blood	Homo sapiens	adipose tissue	  	  	  	  	  	  	  	  	GSM114855.CEL_L	biotin	GSM114855.CEL	A-AFFY-33	GSM114855.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.11.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	normal	normal solid tissue	adipose tissue normal	non blood	  	the rest	    
GSM11814.CEL	"Marc,E.,Lenburg"	GSE781	neoplasm	non breast carcinoma	kidney carcinoma	  	non blood	Homo sapiens	kidney	  	  	renal clear cell carcinoma	  	  	  	  	  	GSM11814.CEL_L	biotin	GSM11814.CEL	A-AFFY-33	GSM11814.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.72.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	neoplasm	non breast carcinoma	kidney carcinoma	non blood	  	the rest	    
GSM11823.CEL	"Marc,E.,Lenburg"	GSE781	normal	normal solid tissue	kidney	kidney	non blood	Homo sapiens	kidney	  	  	  	  	  	  	  	solid tissue	GSM11823.CEL_L	biotin	GSM11823.CEL	A-AFFY-33	GSM11823.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.72.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	normal	normal solid tissue	kidney	non blood	solid tissue	the rest	kidney
GSM118580.CEL	"Eric,,Hoffman"	GSE5370	disease	solid tissue non neoplastic disease	skeletal muscle diseased	skeletal muscle diseased	non blood	Homo sapiens	skeletal muscle	  	  	dermatomyositis	  	  	  	  	muscle	GSM118580.CEL_L	biotin	GSM118580.CEL	A-AFFY-33	GSM118580.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.109.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	disease	solid tissue non neoplastic disease	skeletal muscle diseased	non blood	muscle	the rest	skeletal muscle diseased
GSM118659.CEL	"Eric,,Hoffman"	GSE5370	disease	solid tissue non neoplastic disease	skeletal muscle diseased	skeletal muscle diseased	non blood	Homo sapiens	skeletal muscle	  	  	dermatomyositis	  	  	  	  	muscle	GSM118659.CEL_L	biotin	GSM118659.CEL	A-AFFY-33	GSM118659.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.109.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	disease	solid tissue non neoplastic disease	skeletal muscle diseased	non blood	muscle	the rest	skeletal muscle diseased
GSM118720.CEL	"Justin,,Lamb"	GSE5258	cell line	solid tissue neoplasm cell line	MCF7 breast epithelial adenocarcinoma	MCF7 breast epithelial adenocarcinoma	non blood	Homo sapiens	mammary gland	  	mcf7	breast cancer	  	  	  	  	cell line	GSM118720.CEL_L	biotin	GSM118720.CEL	A-AFFY-33	GSM118720.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.83.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	solid tissue neoplasm cell line	MCF7 breast epithelial adenocarcinoma	non blood	cell line	the rest	MCF7 breast epithelial adenocarcinoma
GSM118721.CEL	"Justin,,Lamb"	GSE5258	cell line	solid tissue neoplasm cell line	MCF7 breast epithelial adenocarcinoma	MCF7 breast epithelial adenocarcinoma	non blood	Homo sapiens	mammary gland	  	mcf7	breast cancer	  	  	  	  	cell line	GSM118721.CEL_L	biotin	GSM118721.CEL	A-AFFY-33	GSM118721.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.81.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	solid tissue neoplasm cell line	MCF7 breast epithelial adenocarcinoma	non blood	cell line	the rest	MCF7 breast epithelial adenocarcinoma
GSM118723.CEL	"Justin,,Lamb"	GSE5258	cell line	solid tissue neoplasm cell line	MCF7 breast epithelial adenocarcinoma	MCF7 breast epithelial adenocarcinoma	non blood	Homo sapiens	mammary gland	  	mcf7	breast cancer	  	  	  	  	cell line	GSM118723.CEL_L	biotin	GSM118723.CEL	A-AFFY-33	GSM118723.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.80.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	solid tissue neoplasm cell line	MCF7 breast epithelial adenocarcinoma	non blood	cell line	the rest	MCF7 breast epithelial adenocarcinoma
GSM118724.CEL	"Justin,,Lamb"	GSE5258	cell line	solid tissue neoplasm cell line	MCF7 breast epithelial adenocarcinoma	MCF7 breast epithelial adenocarcinoma	non blood	Homo sapiens	mammary gland	  	mcf7	breast cancer	  	  	  	  	cell line	GSM118724.CEL_L	biotin	GSM118724.CEL	A-AFFY-33	GSM118724.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.81.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	solid tissue neoplasm cell line	MCF7 breast epithelial adenocarcinoma	non blood	cell line	the rest	MCF7 breast epithelial adenocarcinoma
GSM118725.CEL	"Justin,,Lamb"	GSE5258	cell line	solid tissue neoplasm cell line	MCF7 breast epithelial adenocarcinoma	MCF7 breast epithelial adenocarcinoma	non blood	Homo sapiens	mammary gland	  	mcf7	breast cancer	  	  	  	  	cell line	GSM118725.CEL_L	biotin	GSM118725.CEL	A-AFFY-33	GSM118725.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.80.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	solid tissue neoplasm cell line	MCF7 breast epithelial adenocarcinoma	non blood	cell line	the rest	MCF7 breast epithelial adenocarcinoma
GSM118727.CEL	"Justin,,Lamb"	GSE5258	cell line	solid tissue neoplasm cell line	MCF7 breast epithelial adenocarcinoma	MCF7 breast epithelial adenocarcinoma	non blood	Homo sapiens	mammary gland	  	mcf7	breast cancer	  	  	  	  	cell line	GSM118727.CEL_L	biotin	GSM118727.CEL	A-AFFY-33	GSM118727.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.83.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	solid tissue neoplasm cell line	MCF7 breast epithelial adenocarcinoma	non blood	cell line	the rest	MCF7 breast epithelial adenocarcinoma
GSM118728.CEL	"Justin,,Lamb"	GSE5258	cell line	solid tissue neoplasm cell line	MCF7 breast epithelial adenocarcinoma	MCF7 breast epithelial adenocarcinoma	non blood	Homo sapiens	mammary gland	  	mcf7	breast cancer	  	  	  	  	cell line	GSM118728.CEL_L	biotin	GSM118728.CEL	A-AFFY-33	GSM118728.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.81.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	solid tissue neoplasm cell line	MCF7 breast epithelial adenocarcinoma	non blood	cell line	the rest	MCF7 breast epithelial adenocarcinoma
GSM118729.CEL	"Justin,,Lamb"	GSE5258	cell line	solid tissue neoplasm cell line	MCF7 breast epithelial adenocarcinoma	MCF7 breast epithelial adenocarcinoma	non blood	Homo sapiens	mammary gland	  	mcf7	breast cancer	  	  	  	  	cell line	GSM118729.CEL_L	biotin	GSM118729.CEL	A-AFFY-33	GSM118729.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.84.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	solid tissue neoplasm cell line	MCF7 breast epithelial adenocarcinoma	non blood	cell line	the rest	MCF7 breast epithelial adenocarcinoma
GSM118730.CEL	"Justin,,Lamb"	GSE5258	cell line	solid tissue neoplasm cell line	MCF7 breast epithelial adenocarcinoma	MCF7 breast epithelial adenocarcinoma	non blood	Homo sapiens	mammary gland	  	mcf7	breast cancer	  	  	  	  	cell line	GSM118730.CEL_L	biotin	GSM118730.CEL	A-AFFY-33	GSM118730.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.80.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	solid tissue neoplasm cell line	MCF7 breast epithelial adenocarcinoma	non blood	cell line	the rest	MCF7 breast epithelial adenocarcinoma
GSM118731.CEL	"Justin,,Lamb"	GSE5258	cell line	solid tissue neoplasm cell line	MCF7 breast epithelial adenocarcinoma	MCF7 breast epithelial adenocarcinoma	non blood	Homo sapiens	mammary gland	  	mcf7	breast cancer	  	  	  	  	cell line	GSM118731.CEL_L	biotin	GSM118731.CEL	A-AFFY-33	GSM118731.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.84.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	solid tissue neoplasm cell line	MCF7 breast epithelial adenocarcinoma	non blood	cell line	the rest	MCF7 breast epithelial adenocarcinoma
GSM118732.CEL	"Justin,,Lamb"	GSE5258	cell line	solid tissue neoplasm cell line	MCF7 breast epithelial adenocarcinoma	MCF7 breast epithelial adenocarcinoma	non blood	Homo sapiens	mammary gland	  	mcf7	breast cancer	  	  	  	  	cell line	GSM118732.CEL_L	biotin	GSM118732.CEL	A-AFFY-33	GSM118732.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.84.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	solid tissue neoplasm cell line	MCF7 breast epithelial adenocarcinoma	non blood	cell line	the rest	MCF7 breast epithelial adenocarcinoma
GSM118733.CEL	"Justin,,Lamb"	GSE5258	cell line	solid tissue neoplasm cell line	MCF7 breast epithelial adenocarcinoma	MCF7 breast epithelial adenocarcinoma	non blood	Homo sapiens	mammary gland	  	mcf7	breast cancer	  	  	  	  	cell line	GSM118733.CEL_L	biotin	GSM118733.CEL	A-AFFY-33	GSM118733.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.80.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	solid tissue neoplasm cell line	MCF7 breast epithelial adenocarcinoma	non blood	cell line	the rest	MCF7 breast epithelial adenocarcinoma
GSM118736.CEL	"Justin,,Lamb"	GSE5258	cell line	solid tissue neoplasm cell line	MCF7 breast epithelial adenocarcinoma	MCF7 breast epithelial adenocarcinoma	non blood	Homo sapiens	mammary gland	  	mcf7	breast cancer	  	  	  	  	cell line	GSM118736.CEL_L	biotin	GSM118736.CEL	A-AFFY-33	GSM118736.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.80.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	solid tissue neoplasm cell line	MCF7 breast epithelial adenocarcinoma	non blood	cell line	the rest	MCF7 breast epithelial adenocarcinoma
GSM118737.CEL	"Justin,,Lamb"	GSE5258	cell line	solid tissue neoplasm cell line	MCF7 breast epithelial adenocarcinoma	MCF7 breast epithelial adenocarcinoma	non blood	Homo sapiens	mammary gland	  	mcf7	breast cancer	  	  	  	  	cell line	GSM118737.CEL_L	biotin	GSM118737.CEL	A-AFFY-33	GSM118737.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.80.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	solid tissue neoplasm cell line	MCF7 breast epithelial adenocarcinoma	non blood	cell line	the rest	MCF7 breast epithelial adenocarcinoma
GSM118738.CEL	"Justin,,Lamb"	GSE5258	cell line	solid tissue neoplasm cell line	MCF7 breast epithelial adenocarcinoma	MCF7 breast epithelial adenocarcinoma	non blood	Homo sapiens	mammary gland	  	mcf7	breast cancer	  	  	  	  	cell line	GSM118738.CEL_L	biotin	GSM118738.CEL	A-AFFY-33	GSM118738.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.80.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	solid tissue neoplasm cell line	MCF7 breast epithelial adenocarcinoma	non blood	cell line	the rest	MCF7 breast epithelial adenocarcinoma
GSM118739.CEL	"Justin,,Lamb"	GSE5258	cell line	solid tissue neoplasm cell line	MCF7 breast epithelial adenocarcinoma	MCF7 breast epithelial adenocarcinoma	non blood	Homo sapiens	mammary gland	  	mcf7	breast cancer	  	  	  	  	cell line	GSM118739.CEL_L	biotin	GSM118739.CEL	A-AFFY-33	GSM118739.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.80.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	solid tissue neoplasm cell line	MCF7 breast epithelial adenocarcinoma	non blood	cell line	the rest	MCF7 breast epithelial adenocarcinoma
GSM118741.CEL	"Justin,,Lamb"	GSE5258	cell line	solid tissue neoplasm cell line	MCF7 breast epithelial adenocarcinoma	MCF7 breast epithelial adenocarcinoma	non blood	Homo sapiens	mammary gland	  	mcf7	breast cancer	  	  	  	  	cell line	GSM118741.CEL_L	biotin	GSM118741.CEL	A-AFFY-33	GSM118741.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.84.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	solid tissue neoplasm cell line	MCF7 breast epithelial adenocarcinoma	non blood	cell line	the rest	MCF7 breast epithelial adenocarcinoma
GSM118743.CEL	"Justin,,Lamb"	GSE5258	cell line	solid tissue neoplasm cell line	MCF7 breast epithelial adenocarcinoma	MCF7 breast epithelial adenocarcinoma	non blood	Homo sapiens	mammary gland	  	mcf7	breast cancer	  	  	  	  	cell line	GSM118743.CEL_L	biotin	GSM118743.CEL	A-AFFY-33	GSM118743.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.80.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	solid tissue neoplasm cell line	MCF7 breast epithelial adenocarcinoma	non blood	cell line	the rest	MCF7 breast epithelial adenocarcinoma
GSM118744.CEL	"Justin,,Lamb"	GSE5258	cell line	solid tissue neoplasm cell line	MCF7 breast epithelial adenocarcinoma	MCF7 breast epithelial adenocarcinoma	non blood	Homo sapiens	mammary gland	  	mcf7	breast cancer	  	  	  	  	cell line	GSM118744.CEL_L	biotin	GSM118744.CEL	A-AFFY-33	GSM118744.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.82.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	solid tissue neoplasm cell line	MCF7 breast epithelial adenocarcinoma	non blood	cell line	the rest	MCF7 breast epithelial adenocarcinoma
GSM118745.CEL	"Justin,,Lamb"	GSE5258	cell line	solid tissue neoplasm cell line	MCF7 breast epithelial adenocarcinoma	MCF7 breast epithelial adenocarcinoma	non blood	Homo sapiens	mammary gland	  	mcf7	breast cancer	  	  	  	  	cell line	GSM118745.CEL_L	biotin	GSM118745.CEL	A-AFFY-33	GSM118745.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.81.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	solid tissue neoplasm cell line	MCF7 breast epithelial adenocarcinoma	non blood	cell line	the rest	MCF7 breast epithelial adenocarcinoma
GSM118746.CEL	"Justin,,Lamb"	GSE5258	cell line	solid tissue neoplasm cell line	MCF7 breast epithelial adenocarcinoma	MCF7 breast epithelial adenocarcinoma	non blood	Homo sapiens	mammary gland	  	mcf7	breast cancer	  	  	  	  	cell line	GSM118746.CEL_L	biotin	GSM118746.CEL	A-AFFY-33	GSM118746.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.83.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	solid tissue neoplasm cell line	MCF7 breast epithelial adenocarcinoma	non blood	cell line	the rest	MCF7 breast epithelial adenocarcinoma
GSM118747.CEL	"Justin,,Lamb"	GSE5258	cell line	solid tissue neoplasm cell line	MCF7 breast epithelial adenocarcinoma	MCF7 breast epithelial adenocarcinoma	non blood	Homo sapiens	mammary gland	  	mcf7	breast cancer	  	  	  	  	cell line	GSM118747.CEL_L	biotin	GSM118747.CEL	A-AFFY-33	GSM118747.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.80.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	solid tissue neoplasm cell line	MCF7 breast epithelial adenocarcinoma	non blood	cell line	the rest	MCF7 breast epithelial adenocarcinoma
GSM118748.CEL	"Justin,,Lamb"	GSE5258	cell line	solid tissue neoplasm cell line	MCF7 breast epithelial adenocarcinoma	MCF7 breast epithelial adenocarcinoma	non blood	Homo sapiens	mammary gland	  	mcf7	breast cancer	  	  	  	  	cell line	GSM118748.CEL_L	biotin	GSM118748.CEL	A-AFFY-33	GSM118748.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.81.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	solid tissue neoplasm cell line	MCF7 breast epithelial adenocarcinoma	non blood	cell line	the rest	MCF7 breast epithelial adenocarcinoma
GSM118749.CEL	"Justin,,Lamb"	GSE5258	cell line	solid tissue neoplasm cell line	MCF7 breast epithelial adenocarcinoma	MCF7 breast epithelial adenocarcinoma	non blood	Homo sapiens	mammary gland	  	mcf7	breast cancer	  	  	  	  	cell line	GSM118749.CEL_L	biotin	GSM118749.CEL	A-AFFY-33	GSM118749.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.82.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	solid tissue neoplasm cell line	MCF7 breast epithelial adenocarcinoma	non blood	cell line	the rest	MCF7 breast epithelial adenocarcinoma
